companyCode,companyName,total_facilities,cum_pct
EICEPL,Egis India Consulting Engineers Private Limited,435.0,88.70669364329214
THOCOOK,Thomas Cook India Limited,433.0,88.71813287969705
KJSRPL,Adani Solar Energy Four Limited,428.0,88.72944002330284
GRCAMC,Gujarat Credo Alumina Chemicals Limited,428.0,88.74074716690863
KDETPL,Kader Exports Private Limited,427.55,88.75204242216249
NUBGEL,Nuberg Engineering Limited,427.0,88.76332314720845
FHC,Fortis Healthcare Limited,425.97999999999996,88.77457692532339
COREIM,Cocoblu Retail Limited,425.0,88.7858048132497
BSVL,Bharat Serums and Vaccines Limited,425.0,88.79703270117601
GDS6729,Gufic Biosciences Limited,425.0,88.80826058910232
WGDISPL,Wagad Infraprojects Private Limited,425.0,88.81948847702861
LIMIPL,Light Microfinance Private Limited,425.0,88.83071636495494
MBFSELTD,Mrs.Bectors Food Specialities Limited,424.99999999999994,88.84194425288125
SACIPL,Saraswati Agro Chemicals India Private Limited,421.32,88.85307492050738
KNMNS,Karuna Management Services Limited,420.0,88.86417071563456
MGPRPL,Mangal Industries Limited,419.01,88.8752403563875
PNGJPL,P N Gadgil Jewellers Limited,419.0,88.88630973295484
SJCTL,SJ Contracts Private Limited,417.0999999999999,88.89732891425852
SRVISHL,Sri Vishnu Shankar Mill Limited,416.99999999999994,88.90834545370622
DHSOLI,Dhanuka Soya Private Limited,414.5,88.91929594675435
PRJTIP,Parijat Industries (India) Limited,410.00000000000006,88.93012755628325
NSFL,Nekkanti Sea Foods Limited,410.0,88.94095916581217
IIL,Indian Immunologicals Limited,409.99999999999994,88.95179077534108
AAGECPL,Alang Auto and General Engineering Company Private Limited,408.0,88.96256954775033
CPMFPPL,C P Milk and Food Products Private Limited,406.22,88.97330129512311
SSNTCPL,Sunhearrt Ceramix Private Limited,405.0,88.98400081185288
GDS18687,Best Agrolife Limited,405.0,88.99470032858265
BAENRM,BAXY Engineering Limited,404.5,89.00538663603253
RAKUCO,RKCPL Limited,404.0,89.01605973420247
SELENG,Shreetech Data Limited,400.0,89.02662715813311
IIFLCL,5Paisa Capital Limited,400.0,89.03719458206376
MSECF,Mansukh Securities and Finance Limited,400.0,89.0477620059944
VVFIDLD,VVF India Limited,400.0,89.05832942992504
RJSLQRS,Rajasthan Liquors Limited,400.0,89.06889685385568
AZPFPL,Azure Power Forty Private Limited,400.0,89.07946427778633
BMWVEN,BMW Ventures Limited,400.0,89.09003170171698
TRICL,Tribeni Constructions Limited,400.0,89.10059912564762
GBNHPL,Gawar Bhiwani Highway Private Limited,400.0,89.11116654957826
HYSBLTD,Hariyana Ship Breakers Limited,400.0,89.1217339735089
SRJRCN,Sri Raja Rajeswari Constructions India Private Limited,400.0,89.13230139743955
NMFNPL,Namdev Finvest Private Limited,400.0,89.14286882137019
GDS3348,Centum Electronics Limited,399.7,89.15342831973288
GDS17639,Rajkamal Builders Infrastructure Private Limited,398.7,89.16396139953576
DPL,Mangalam Organics Limited,397.0,89.17444956778692
RDRPL,Ram Dev International Limited,395.74000000000007,89.18490444865272
GDS3930,Corrtech International Limited,395.0,89.19533977978422
RFIBSS,Rishi FIBC Solutions Private Limited,394.0,89.2057486923559
HAPPL,Haresh Petrochem Private Limited,392.1,89.21610740966392
SITSL,Sitaram Spinners Private Limited,391.0,89.22643706655613
KKJW,Kirtilal Kalidas Jewellers Private Limited,390.0,89.23674030488851
DHTTM,Dhoot Transmission Private Limited,388.99,89.24701686047545
HAVERL,Halder Venture Limited,387.27,89.25724797613951
AERREPL,Angeboren Renewables Private Limited,386.09000000000003,89.26744791790297
GDS7745,IM Gears Private Limited,385.57000000000005,89.2776341220153
SAEPEL,Swami Ashirwad Engimech Private Limited,385.02,89.28780579591975
RSGBL,Riddhi Siddhi Gluco Biols Limited,385.0,89.297976941453
KBIPVL,Kamakhya Biofuels Private Limited,385.0,89.30814808698624
ATLCOPC,Atlas Copco (India) Private Limited,380.5,89.31820034900025
SPACTP,Spac Starch Products India Private Limited,380.0,89.32823940173436
VCDCHW,VRC DC Highways Private Limited,380.0,89.33827845446848
DAHIPL,Darshita Hi-Rise Private Limited,380.0,89.3483175072026
PDSIFTR,P. Das Infrastructure Private Limited,380.0,89.35835655993671
SDMASL,Sundaram Alloys Limited,380.0,89.36839561267081
VRTEPL,VRP Telematics Private Limited,379.5,89.37842145612501
JBCHEMI,J B Chemicals and Pharmaceuticals Limited,379.0,89.3884340902993
SDSTX,Shree Durga Syntex Private Limited,378.0,89.39842030591375
GDS18870,Sandhya Spinning Mill Limited,375.0,89.40832726584873
MHWB,MBG Commodities Private Limited,375.0,89.4182342257837
CMPRPL,CMK Projects Private Limited,375.0,89.42814118571869
DKMGSS,Deepak Mining Solutions Limited,375.0,89.43804814565367
ALLABLT,Alkem Laboratories Limited,375.0,89.44795510558863
LTBTF,Lite Bite Foods Private Limited,374.0,89.45783564696379
PRPPL,Premier Fine Linens Private Limited,373.36,89.46769928046065
GDS18395,S H Kelkar And Company Limited,372.0,89.47752698471615
ABSMSPL,ABS Marine Services Limited,370.50000000000006,89.48731506113191
AVDPL,Avinash Developers Private Limited,370.00000000000006,89.49708992826775
KCVIKC,K. C. Vijayakumar,370.0,89.5068647954036
DAHCLD,Dr. Agarwals Health Care Limited,370.0,89.51663966253945
AMKSPL,Amplus KN Solar Private Limited,368.1,89.52636433441162
TRANSILOX,Silox India Private Limited,367.0,89.53605994586799
BNTIPL,Benetton India Private Limited,366.6,89.54574498990043
GDS21930,Technico Industries Limited,366.1,89.55541682465295
GHPAPL,Global Health Patliputra Private Limited,365.0,89.56505959898966
GDS1640,ASK Automotive Limited,364.0,89.57467595476655
AEABAR,Ahmednagar Bypass Road Project Private Limited,361.5,89.58422626414387
STMWPL,Star Metalworks Private Limited ,360.0,89.59373694568144
RALSLTD,Ralson (India) Limited,359.87000000000006,89.60324419280624
LUCATVS,Lucas-TVS Limited,359.5,89.61274166506391
SAESPL13,Samyakth Estates Private Limited,359.0,89.62222592804167
INSPRI,Indiqube Spaces Limited,357.96000000000004,89.6316827157172
KABEXTR,Kabra Extrusiontechnik Limited,354.0,89.64103488589582
GUGREL,Gupta Global Resources Private Limited,353.92,89.65038494258964
MCHEG,Welspun Michigan Engineers Limited,353.58,89.65972601697314
BLPVL,Vayu (Project 1) Private Limited,352.0,89.6690253500321
THSMPL,Thriveni Sainik Mining Private Limited,352.0,89.67832468309108
RDMS,Radha Smelters Private Limited,351.0,89.68759759759021
SKIFTX,Sakthi Infra Tex Private Limited,350.75,89.6968639074494
CAPRBL,Casagrand Premier Builder Limited,350.0,89.7061104033887
HEVLPL,Hero Electric Vehicles Private Limited,350.0,89.71535689932803
ANPID,Anupam Industries Limited,350.0,89.72460339526734
GDS16471,Peerless Hospitex Hospital and Research Center Limited,350.0,89.73384989120665
SCAEPI,Shreeji Coke And Energy Private Limited,350.0,89.74309638714595
SKECN,Shelke Constructions Private Limited,350.0,89.75234288308526
ARPLPI,Aryatech Platforms Private Limited,350.0,89.76158937902458
DEVCRED,DCB Bank Limited,350.0,89.7708358749639
MFSVPL,mPokket Financial Services Private Limited,350.0,89.78008237090322
TEGIND,Tega Industries Limited,350.0,89.78932886684252
OMAHT,Omniactive Health Technologies Limited,350.0,89.79857536278185
EDFIL,Nuvama Wealth Finance Limited,350.0,89.80782185872116
SFGHCPL,Softgel HealthCare Private Limited,350.0,89.81706835466045
SHIDL,Sivanssh Infrastructure Development Private Limited,350.0,89.82631485059977
MGJPL,Mohan Gems and Jewels Private Limited,350.0,89.83556134653908
GOONERO,Kansai Nerolac Paints Limited,350.0,89.8448078424784
AVGJPL76,Avaada Gjclean Private Limited,349.0,89.85402791985788
IDLMPL,Indel Money Limited,348.93000000000006,89.86324614793818
NOFEPL,Noveltech Feeds Private Limited,347.5,89.87242659747794
UDPBL,Udaipur Beverages Limited,347.0,89.88159383773777
PMSSPL,Pmea Solar Systems Private Limited,347.0,89.89076107799761
VVCNST,VVC Realinfra Private Limited,346.5,89.89991510897752
GDS7986,India Japan Lighting Private Limited.,345.5,89.90904272139761
VSTHC,V Sathyamoorthy and Co,345.0,89.91815712453779
SSIPTL,Noventiq Services India Private Limited,343.7,89.9272371835502
KNSYS,KGEPL Engineering Solutions Private Limited,343.0,89.93629874957072
GDS5225,Empee Distilleries Limited,341.0,89.9453074784716
RADNE,Radnik Exports Global Private Limited,340.0,89.95428978881264
SIUDPL,Kimbal Private Limited,340.0,89.9632720991537
SRJSL,Swaraj Suiting Limited,340.0,89.97225440949475
GUILTD,Gujarat Insecticides Limited,340.0,89.98123671983579
SSSSKAR,Shree Siddheshwar Sahakari Sakhar Karkhana Limited - Kumathe-Solapur,339.99999999999994,89.99021903017683
GSERPL,Grahati Solar Energy Private Limited,338.06,89.99915008851183
GDS16887,Prathista Industries Limited,337.53000000000003,90.0080671450101
BDGM,BDG Metal and Power Limited,337.37,90.0169799745388
GDS284,Accord Software and Systems Private Limited,337.0,90.02588302920036
RMVHPL,RIPL Mehsana Vadnagar Highways Private Limited,337.0,90.03478608386193
SNSTGL,Westwell Biorefineries Private Limited,337.0,90.04368913852349
ADRETL52,Adani Renewable Energy Three Limited,336.57,90.05258083320433
RAIIPL,Raigarh Ispat and Power Private Limited,336.18,90.06146222464685
EXITSL,Eximius Infra Tech Solutions LLP,336.0,90.07033886074859
SRGMEL,Sreeragam Exports Private Limited,335.77,90.07920942058158
TGKTM,Theni Guru Krishna Textile Mills Private Limited,334.0000000000001,90.08803321956366
GDS10947,Lumax Auto Technologies Limited,332.0,90.0968041814261
KOINFL,Konark Infrastructure Limited,331.23,90.10555480099745
BDSPPL46,BDG Steel & Power Private Limited,331.0,90.11429934430006
APOLLI,Apollo Green Energy Limited,330.00000000000006,90.12301746904285
KHELPL,Khosla Electronics Private Limited,330.0,90.13173559378562
LYRYPL,Lily Realty Private Limited,330.0,90.1404537185284
PPRGML,P P Rolling Mills Mfging Company Private Limited,330.0,90.14917184327119
SDMFL,Shreedhar Milk Foods Limited,330.0,90.15788996801398
MMISP,Maa Mangla Ispat Private Limited,328.75,90.16657506955697
GDS16806,Prabhu Spinning Mills Private Limited,327.49999999999994,90.17522714790019
AASOPL,Aarohi Solar Private Limited,325.63,90.18382982353651
SBNDPL,Nirmal Buildinfra Private Limited,325.00000000000006,90.19241585548016
JTCOPL,Jatan Constructions Private Limited,325.0,90.20100188742381
KARPPL,Karmala Road Project Private Limited,325.0,90.20958791936746
JRAPL,J. R. Agrotech Private Limited,325.0,90.21817395131112
GDS13217,Navnit Motors Private Limited,324.99999999999994,90.22675998325475
NIKCON,Nikhil Constructiongroup Private Limited,323.0,90.23529317807875
GAKHPL22,Gawar KBNC Highway Private Limited,322.4,90.24381052176685
DYCICPL,Dairy Classic Ice Creams Private Limited,321.0,90.25229087947119
GDS9320,K R Pulp and Papers Limited,320.0,90.2607448186157
SICRPL,Singularity Creditworld Private Limited,320.0,90.26919875776022
GMEO,Gem Edible Oils Private Limited,320.0,90.27765269690474
ILJEIL,IL Jin Electronics India Private Limited,320.0,90.28610663604924
KISWINDPVL,Kiswok Industries Private Limited,320.0,90.29456057519376
SPIOHE,St Peters Institute Of Higher Education And Research,319.7,90.30300658877033
RIDELI,Rishita Developers Private Limited,316.0,90.31135485367554
KNTCSPL,Kintech Synergy Private Limited,315.56,90.31969149441443
AMOST,Amod Stampings Private Limited,315.0,90.32801334075981
GDS17499,Rai Bahadur Narain Singh Sugar Mills Limited,313.0,90.33628234998552
GDS7840,Ideal Movers Private Limited,312.0,90.34452494065144
TIMIL,Times Internet Limited,312.0,90.35276753131734
MTETBSL,Mount Everest Breweries Limited,310.84,90.36097947645383
EGOMPL,Ecolife Green One Mobility Private Limited,310.0,90.36916923000008
MTBCN,Mehrotra Buildcon Private Limited,310.0,90.37735898354633
HTGPPL,Hitech Grain Processing Private Limited,310.0,90.38554873709258
GYSIPL,Gypsum Structural India Private Limited,310.0,90.39373849063882
HLAPPL,H.L. Agro Products Private Limited,310.0,90.40192824418509
LIVPLL,IAC International Automotive India Private Limited,310.0,90.41011799773132
KLPOPL,K.L.J. Polymers Private Limited,310.0,90.41830775127757
GDS12749,Mumbai International Airport Limited,310.0,90.42649750482383
MTRCL,Metarolls Ispat Private Limited,310.0,90.43468725837008
PGEPPL,PG Electroplast Limited,310.0,90.44287701191632
PNHTAD,Pan Health And Hygiene Private Limited,309.5,90.45105355618266
IVEIPL,Ivy Ecoenergy India Private Limited,308.57,90.45920553118835
CMEAPL,CMR NLM Eco Aluminium Private Limited,308.0,90.46734244761494
PSAAPL,Prasad Sugar and Allied Agro Products Limited,307.0,90.47545294548172
SHSURI,Shri Subhash Sugar Private Limited,307.0,90.48356344334849
ELSTPL,Eloquent Steel Private Limited,306.71,90.4916662798329
PCIOPL,PCI Infraprojects Private Limited,306.0,90.49975035913984
CNSCC,Consolidated Coin Company Private Limited,306.0,90.50783443844678
TKMML,The Kerala Minerals and Metals Limited,305.0,90.51589209919389
SARWSPL,SA Rawther Spices Private Limited,305.0,90.52394975994102
MHBULL,MHK Buildcon LLP,305.0,90.53200742068813
ANHL,Anshu Hospitals Limited,304.0,90.54003866287542
CAACPL,Campus Activewear Limited,303.0,90.54804348650288
AGRPPL,Ahmednagar Ghogargaon Road Projects Private Limited,302.96000000000004,90.55604725338794
SNOSLTD,Signet Industries Limited,302.55,90.56404018866348
TRHF,Tara Health Foods Limited,302.0,90.57201859373112
SPEHPL,SPL ECR Highway Private Limited,302.0,90.57999699879875
SGYGIPL,Synergy Green Industries Limited,300.72,90.58794158810983
JINDPIL,Jindal Pipes Limited,300.7,90.59588564904968
PSSPLP2,Prakash Silks and Sarees Private Limited,300.00000000000006,90.60381121699767
SAFNPL,Samunnati Finance Private Limited,300.00000000000006,90.61173678494565
GSNKR,G. Shankar,300.0,90.61966235289363
ASHIPL,ASG Hospital Private Limited,300.0,90.6275879208416
DALAMIN,Dalmia Laminators Limited,300.0,90.6355134887896
GINDPL,Sagility Limited,300.0,90.64343905673758
FAHOFL,ITI Housing Finance Limited,300.0,90.65136462468556
GRNUPL,Grainspan Nutrients Private Limited,300.0,90.65929019263355
SLJSXL,Satluj Spintex Limited,300.0,90.66721576058153
DEGLPL,Delta Global Private Limited,300.0,90.6751413285295
ETNBPL,Jakson Biofuels Private Limited,300.0,90.6830668964775
EQSEPL,Equirus Securities Private Limited,300.0,90.69099246442546
ANJTP,ANJ Turnkey Projects Private Limited,300.0,90.69891803237346
THFIPL,Varthana Finance Private Limited,300.0,90.70684360032143
DPUODY,Divya  Pharmacy Unit Of Divya Yog Mandir Trust,300.0,90.71476916826941
SMSSPL20,SMEL Steel Structural Private Limited,300.0,90.7226947362174
SHVEPL,SHV Energy Private Limited,300.0,90.73062030416538
ASSCEL,Assets Care and Reconstruction Enterprise Limited,300.0,90.73854587211336
DSP-MLIML,DSP Finance Private Limited,300.0,90.74647144006136
TAMVPL,Tatsavi and Manikanta Ventures Private Limited,300.0,90.75439700800933
DEGLRP,Delta Global Resources Private Limited,300.0,90.76232257595731
VSNDSHM,Vishindas Holaram (Lakhi Group) Private Limited,300.0,90.77024814390529
SHRDIGV,Shree Digvijay Cement Co. Limited,300.0,90.77817371185328
MEHELT,Metropolis Healthcare Limited,300.0,90.78609927980126
SHCJWL,Shah C J World LLP,300.0,90.79402484774924
PARELL,Paarichem Resources LLP,300.0,90.80195041569723
SAVC,Sri Avantika Contractors (I) Limited,300.0,90.8098759836452
PDMTCPL,Padmavati Chains And Jewels Private Limited,300.0,90.81780155159319
LKGKL,Lakshmi Gold Khazaanaa Private Limited,300.0,90.82572711954117
STDPVL,Shankh Trading Private Limited,300.0,90.83365268748915
BLSISL,BLS International Services Limited,300.0,90.84157825543714
EDLATDL,EAAA India Alternatives Limited,300.0,90.84950382338512
SAMILI,Satya Microcapital Limited,300.0,90.8574293913331
TIPLT27,Trafigura India Private Limited,300.0,90.86535495928109
SCYIPL,SRC Company Infra Private LImited,300.0,90.87328052722906
BAPOLI,Baidyanath Power Private Limited,299.49,90.88119262171155
GDS19419,Shairu Gems Diamonds Private Limited,298.2,90.88907063625184
GRDIPI,Grainfuel Distilleries Private Limited,298.0,90.89694336708017
AKSHIL,A K Shivhare Infrastructure Private Limited,295.5,90.90475005150893
SCCI,Swastik Coal Corporation Private Limited,295.0,90.91254352665779
DIABEV,Diamond Beverages Private Limited,295.0,90.92033700180663
MIPTBPL,Milecon IT Park 3B Private Limited,295.0,90.92813047695549
SNROIPL,Sunraja Oil Industries Private Limited,290.0,90.9357918593052
RAMNSGHOS,Ramniklal S Gosalia and Co,290.0,90.94345324165491
GTIPLD,Golden Tower Infratech Private Limited,290.0,90.95111462400463
PRKISPL,Parekh Integrated Services Private Limited,290.0,90.95877600635434
ITOF,KN Agri Resources Limited,290.0,90.96643738870407
ABMTMPL,ABM Tele Mobiles India Private Limited,286.0,90.97399309681448
EXAUPL,Eximiius Autocomps Private Limited,285.93,90.9815469556257
IMCL,Indus Motor Company Private Limited,285.36,90.98908575585781
LBST,Lalbaba Engineering Limited,285.0,90.9966150454084
DBGC,DBM Geotechnics and Constructions Private Limited,285.0,91.00414433495898
IHLSPL,IVY Health and Life Sciences Private Limited,284.0,91.01164720594974
BCIP,Benzo Chem Industries Private Limited,281.0,91.01907082126101
STPLS12,Sanwaria Texpro Private Limited,281.0,91.02649443657229
GDS4012,Crescent Foundry Co Private Limited,280.0,91.03389163332375
VHDAUO,All India Society For Health Aid Education And Research (A.S.H.A.),280.0,91.04128883007519
APSXLTD,Ricela Health Foods Limited,280.0,91.04868602682664
APLP,Apollo Pipes Limited,280.0,91.0560832235781
AANVIKMERC,Bhagyanagar Copper Private Limited,280.0,91.06348042032954
SPLIPL,SPL Infrastructure Private Limited,280.0,91.070877617081
GDS18674,Sahajanand Medical Technologies Limited,280.0,91.07827481383245
SCCMPL,Sahana Clothing Company Private Limited,277.8,91.08561388975227
CMIXPL,Classic Marble Company Private Limited,277.5,91.09294504010415
SUREL,Surya Exim Limited,277.0,91.10026298117613
WTNC,Western Carriers India Limited,276.0,91.10755450368828
FLURHL,Fleur Hotels Limited,275.0,91.11481960764058
NWKRTC,North Western Karnataka Road Transport Corporation,275.0,91.1220847115929
WAONPL,Wave One Private Limited,275.0,91.12934981554523
HINPPL,Hindustan Pencils Private Limited,275.0,91.13661491949753
SKSNMLD,Baba Agro Food Limited,275.0,91.14388002344985
ZEOIDP,Zebronics India Private Limited,275.0,91.15114512740217
MPJLSCO,MPJ Jewellers (GB) Private Limited,275.0,91.1584102313545
GDS20690,Sri Adichunchanagiri Shikshana Trust,275.0,91.1656753353068
MNHSPT,Manjushree Spntek Private Limited,275.0,91.17294043925914
SRPKPL,Shirasa Regency Park Private Limited,275.0,91.18020554321144
VINEYC,Viney Corporation Limited,275.0,91.18747064716376
GMHYAL,GMR Hyderabad Aerotropolis Limited,274.0,91.19470933255626
AFBX,Asian Fabricx Private Limited,273.0,91.20192159938891
VEGEIEP,VeeGee Industrial Enterprises Private Limited,271.42999999999995,91.20909238908266
HIREPLTD,Hitachi Hi-Rel Power Electronics Private Limited,270.3,91.21623332580378
WSFPPL,Winsol Solar Fields (Polepally) Private Limited,270.19,91.22337135648333
YEPRLI,Yeemak Private Limited,270.0,91.23050436763653
ABCCPL,ABC Cotspin Private Limited,270.0,91.2376373787897
MIOTH,MIOT Hospitals Private Limited,270.0,91.24477038994289
UCONI,Unicorn Infosolutions Private Limited,270.0,91.25190340109607
APOPLTD,A P Organics Limited,270.0,91.25903641224924
SOINIM,Sonaselection India Limited,270.0,91.26616942340243
SOADFP,Sheel Oil And Fats Private Limited,269.2,91.27328129970776
AMSPET,Acme Solar Power Technology Private Limited,268.58,91.280376796506
UDSVKR,Udayshivakumar Infra Limited,267.55,91.2874450821876
ROOAL,Highway Roop Precision Technologies Limited,266.63,91.29448906279417
PSIPL,Pinax Steel Industries Private Limited,266.61,91.30153251502954
BHAGEAR,Bharat Gears Limited,266.2,91.30856513565539
GDS7219,Heranba Industries Limited,265.5,91.31557926328935
LGMAC,La-Gajjar Machineries Private Limited,265.15000000000003,91.32258414442737
TATIFP,T And T Infra Limited,265.0,91.32958506278143
ACNCIPL,Archean Chemical Industries Limited,265.0,91.33658598113547
RPLRPL,R.M.Chemicals Private Limited,264.6,91.3435763320656
DASPPL,Dayanidhi Solar Power Private Limited,263.82,91.35054607651905
PCTSVS,Poct Services,263.5,91.35750736703336
SHRPRPL,Shriram Properties Limited,263.1,91.36445809012375
RJPWS,Rajesh Power Services Limited,263.0,91.37140617135813
APSHPL,Apollo Specialty Hospitals Private Limited,262.0,91.37832783403272
GEAPVI,Genus Assam Package-5 Spv Private Limited,260.89,91.38522017210587
GDS3012,Broadcast Engineering Consultants India Limited,260.73,91.39210828320947
LIPDPL,Aurum Realestate Developers Limited,260.0,91.39897710876438
SHSPG,Shree Hari Sponge Private Limited,260.0,91.4058459343193
MHTBL,Mehta Tubes Limited,260.0,91.41271475987422
NEETHL,Netweb Technologies India Limited,260.0,91.41958358542914
USUSVLT,USV Private Limited,260.0,91.42645241098406
GPMHPL,Gawar Pathankot Mandi Highway Private Limited,259.05,91.43329613890714
CAFRPLS,Casagrand Fresh Private Limited,259.0,91.44013854590223
GDS10105,Kirloskar Ebara Pumps Limited,258.0,91.4469545343375
CNSAEX,Crayon Software Experts India Private Limited,256.97,91.45374331165614
GDS2420,Bhagwan Mahavir Education Foundation,255.00000000000003,91.46048004441192
SIGNPL,Sattva Horizon Private Limited,255.0,91.46721677716772
NSLWPCL,NSL Wind Power Company (Phoolwadi) Private Limited,255.0,91.4739535099235
MALDRGPHR,Malladi Drugs and Pharmaceuticals Limited,255.0,91.48069024267929
NSPRPL,NSC Projects Private Limited,253.0,91.48737413831542
VNCSTDTS,V.N.C. Steel Distributors,252.0,91.49403161539172
WAWIPL,Wanfeng Aluminum Wheel (India) Private Limited,252.0,91.50068909246802
SBETPL,Adani Solar Energy Jodhpur Four Limited,251.99,91.50734630535874
DAHNPL,Darshita Housing Private Limited,251.0,91.51397736387523
QTNCPL,Qutone Ceramic Private Limited,250.0,91.52058200383188
MAXMCL,Mahalaxmi Continental Limited,250.0,91.52718664378851
DBASSKL,Dr Babasaheb Ambedkar Sahakari Sakhar Karkhana Limited,250.0,91.53379128374517
GKCPL,GKC Projects Limited,250.0,91.54039592370182
LMTHL,Lemon Tree Hotels Limited,250.0,91.54700056365847
RARAP,Rays Power Infra Limited,250.0,91.55360520361513
TTTPL,Trans Tech Turnkey Private Limited,250.0,91.56020984357178
KNMALL,Knest Manufacturers Private Limited,250.0,91.56681448352843
THBSPL,Thermax Bioenergy Solutions Private Limited,250.0,91.5734191234851
TVNH,Trivitron Healthcare Private Limited,250.0,91.58002376344173
PRTEPL37,Pragyawan Technologies Private Limited,250.0,91.58662840339838
GHIAL,GMR Hyderabad International Airport Limited,250.0,91.59323304335504
PABPPL,Pluto Atriza Business Parks Private Limited,250.0,91.59983768331169
RKCAIP,R K Chavan Infrastructure Private Limited,250.0,91.60644232326834
REWAPL,Rean Watertech Private Limited,250.0,91.613046963225
KCSTPL,Krishna Constellation Private Limited,250.0,91.61965160318165
BIINDIA,Biocon Limited,250.0,91.6262562431383
SPELIL,Spectrum Electrical Industries Limited,250.0,91.63286088309496
ALERIM,Allcargo Terminals limited,250.0,91.6394655230516
AGEH,Apollo Multispeciality Hospitals Limited,250.0,91.64607016300825
RRERAPL,Rajashree Electricals Private Limited,250.0,91.65267480296491
GDS2193,Bansi Mall Management Company Private Limited,250.0,91.65927944292156
SRKDSPL,Suraksha Diagnostic Limited,250.0,91.66588408287821
GKNCIPL,G K N Chemical India Private Limited,250.0,91.67248872283487
JAIPLD,Jaina India Private Limited,250.0,91.67909336279152
EMAMPL,Emprada Mines And Minerals Private Limited,250.0,91.68569800274817
RKEGSL,R.K.Engineers Sales Limited,250.0,91.69230264270483
YEMASE,Yeoman Marine Services Private Limited,250.0,91.69890728266147
KSCPL,Kasukurthi Sujatha Constructions Private Limited,250.0,91.70551192261811
AADPAL,Aarti Distilleries Private Limited,249.99999999999997,91.71211656257478
TCTEL,T C Terrytex Limited,249.99999999999997,91.71872120253143
ASRCPL,Ashmi Road Carriers Private Limited,249.99999999999994,91.72532584248808
CMRTAIPL,CMR-Toyotsu Aluminium India Private Limited,249.51,91.73191753735041
RAAAEPL,Rajas Aerosports and Adventures Private Limited,248.0,91.73846934018741
GDS4687,Dinshaws Dairy Foods Private Limited,247.15,91.74499868724855
GPACWP,GS PEB and Civil Works Private Limited,247.0,91.75152407152572
ITCAGRO,Sundrop Brands Limited,247.0,91.7580494558029
FEAULI,Fenace Auto Limited,246.55,91.76456295172815
SFAAL,Surya Food and Agro Limited,246.0,91.77106191744548
JELMSPL,JBM Ecolife Mobility Surat Private Limited,245.93,91.77755903386365
SMATENGPL,S M Auto Engineering Private Limited,245.64000000000001,91.78404848889946
APSETP,Amplus Pavagada Solar Energy Two Private Limited,245.6,91.79053688719287
GDS21746,Tab India Granites Private Limited,245.3,91.79701735991834
SWRI,Sidwal Refrigeration Industries Private Limited,245.0,91.80348990707586
AMNTSPL,Amman-Try Sponge and Power Private Limited,245.0,91.80996245423339
UNIHOTELD,Unison Hotels Private Limited,245.0,91.8164350013909
LSAFPL,LSKB Aluminium Foils Private Limited,245.0,91.82290754854841
IJMCPL,Inderjit Mehta Constructions Private Limited,245.0,91.82938009570594
CMALPL,CMR Aluminium Private Limited,244.06000000000003,91.83582780941722
TRAINDU,Transpek Industry Limited,242.26,91.84222796972081
TCPLMTD,TCP Limited,241.0,91.84859484263902
HNBE,HNB Engineers Private Limited,240.0,91.85493529699741
GDS10607,LSC Infratech Limited,240.0,91.86127575135579
FABPRI,Walking Tree (India) Private Limited,240.0,91.86761620571417
GDS17779,Rane Steering Systems Private Limited,240.0,91.87395666007257
FOPL,Fabindia Limited,240.0,91.88029711443096
JMAPPL,JM Aluext Profiles Private Limited,240.0,91.88663756878934
MDLPRL,Maashree Distillery Private Limited,240.0,91.89297802314772
ORCENL,Oricon Enterprises Limited,239.56,91.8993068533398
DHBIRL,Dhanuka Biotech Private Limited,239.0,91.90562088913835
VWILTD,Vaswani Industries Limited,237.00000000000003,91.91188208781725
TRCMPL,The Rajlakshmi Cotton Mills Private Limited,236.01999999999998,91.91811739630754
GEAPPI,Genus Assam Package-4 SPV Limited,235.34,91.92433474017712
GPTENT,Ganpati Infrapower Private Limited ,235.25,91.93054970637633
RGWSPL,Inox Renewable Solutions Limited,235.0,91.93675806793557
LVEDS,Lavu Educational Society,235.0,91.94296642949483
EDAARE,Eldorado Agritech Limited,234.00000000000003,91.94914837249426
RNDB,R. N. Dobariya,234.0,91.95533031549368
SGEARI,Shrinivas (g) Educational And Research Institute Of Medical Sciences,233.0,91.96148583993329
BTACP,Bhatia Corporation Private Limited,232.0,91.96761494581305
KALPPL,Kalpataru Properties Private Limited,230.56,91.97370600896669
AGDILI,Agappe Diagnostics Limited,230.15,91.97978624051078
CMJBRL,CMJ Breweries Private Limited,230.10000000000002,91.98586515112687
EFIRPL,Effwa Infra & Research Limited,230.0,91.991941419887
PELOCPL,Pricol Precision Products Private Limited,230.0,91.99801768864711
ELINPLM,Electromech Infraprojects Limited,230.0,92.00409395740724
AVTWSL,Avanthi Warehousing Services Private Limited,230.0,92.01017022616736
PICLIPL,PICL (India) Private Limited,230.0,92.01624649492747
SUTRPL,Supreme Treon Private Limited,229.99999999999997,92.0223227636876
ADWETL,Adani Solar Energy Chitrakoot One Limited,229.0,92.02837261388788
ATSEOP,Amplus Tumkur Solar Energy One Private Limited,229.0,92.03442246408818
HINRECT,Hind Rectifiers Limited,228.9,92.0404696724325
SOBL,Sona Biscuits Limited,228.0,92.04649310407295
