companyCode,companyName,total_facilities,cumulative,cum_pct
PUFLPL,Purv Flexipack Limited,60.0,3661219.9800000014,96.72415908000262
PTKIN,Pataka Industries Private Limited,60.0,3661279.9800000014,96.72574419359222
ARHSRSPL,Aura Hotels and Resorts Private Limited,60.0,3661339.9800000014,96.72732930718182
SVJMT,Silver Jubilee Motors Limited,60.0,3661399.9800000014,96.72891442077142
JUCOPL,Juneja Construction Pvt. Ltd.,60.0,3661459.9800000014,96.73049953436102
TBACPL,Tomar Builders And Contractors Private Limited,60.0,3661519.9800000014,96.7320846479506
ZOESAP,Zonasha Estates and Projects,60.0,3661579.9800000014,96.7336697615402
ANMCEG,Annalakshmi Catering Services Private Limited,60.0,3661639.9800000014,96.7352548751298
LNEMLPL,Leena Electro Mechanical Private Limited,60.0,3661699.9800000014,96.7368399887194
TPVCPL,Tirupati Vehicles Private Limited,60.0,3661759.9800000014,96.738425102309
OORJITA,Oorjita Projects Private Limited,60.0,3661819.9800000014,96.7400102158986
PMTXM,Paramount Textile Mills Private Limited,60.0,3661879.9800000014,96.74159532948818
MKCP,Murli Krishna Chicory Processors Private Limited,60.0,3661939.9800000014,96.74318044307778
NTHMSPL,Nath Motors Private Limited,60.0,3661999.9800000014,96.74476555666737
DETECH,De S Technico Limited,60.0,3662059.9800000014,96.74635067025697
OYEXPL,Oyster Exim Private Limited,60.0,3662119.9800000014,96.74793578384657
MHNTCL,Mohan Tractors Private Limited,60.0,3662179.9800000014,96.74952089743617
MCAPLD,Modi Car Agencies Private Limited,60.0,3662239.9800000014,96.75110601102577
GDS10512,L M J Services Limited,60.0,3662299.9800000014,96.75269112461537
RKSY,Rukshmani Syntex Private Limited,60.0,3662359.9800000014,96.75427623820497
ISASPL,Indomobil Sales And Services Private Limited,60.0,3662419.9800000014,96.75586135179455
SHSTL,Sanstar Biopolymers Limited-(Amalgamated),60.0,3662479.9800000014,96.75744646538415
ECEQPL,Echaar Equipments Private Limited,60.0,3662539.9800000014,96.75903157897375
SNRCM,Midas Agrofoods Limited,60.0,3662599.9800000014,96.76061669256335
CHJLYMT,Challani Jewellery Mart,60.0,3662659.9800000014,96.76220180615293
GUFTPL,Bella Casa Fashion & Retail Limited,60.0,3662719.9800000014,96.76378691974253
SRMIAM,SRG Minerals and Metals(Vizag),60.0,3662779.9800000014,96.76537203333213
GDS3591,Choice Diamond,60.0,3662839.9800000014,96.76695714692173
RBWOPL,R B Wovens Private Limited,60.0,3662899.9800000014,96.76854226051132
HBCTP,Hasbro Clothing Private Limited,60.0,3662959.9800000014,96.77012737410092
FTTTPL,F. T. Textiles Private Limited,60.0,3663019.9800000014,96.77171248769052
SEPPLD,Star Energy Product Private Limited,60.0,3663079.9800000014,96.77329760128012
PRHEPL,Prem Henna Private Limited,59.94,3663139.9200000013,96.77488112975612
KBAGIK,K B Agro Industries,59.8,3663199.720000001,96.77646095963375
PAPODL,Parekh Polymer Distributors LLP,59.5,3663259.220000001,96.77803286394344
YOTSPL,Young Optimistic Transport Solutions Private Limited,59.5,3663318.720000001,96.77960476825311
NACHKP,Nachiketa Papers Limited,59.0,3663377.720000001,96.78116346328288
VIBPTL,Vigour Biotech Private Limited,59.0,3663436.720000001,96.78272215831265
MTWHL,Metrro Waste Handling Private Limited,59.0,3663495.720000001,96.78428085334242
TYZIXPL,Toy Zone Impex Private Limited,58.75,3663554.470000001,96.78583294373223
ECFIDP,Encraft India Private Limited,58.63999999999999,3663613.1100000013,96.78738212808047
JHWOM,Jhunjhunwala Oil Mills Limited,58.5,3663671.6100000013,96.78892761383032
JYTSLIS,Jyoti Steel Industries,58.5,3663730.1100000013,96.79047309958018
VASFOU,Vasanthi Foundry,58.45,3663788.5600000015,96.79201726440205
KPBIPI,K P Biofuels Private Limited,58.0,3663846.5600000015,96.793549540872
IIBCPL,IB Commercial Private Limited,58.0,3663904.5600000015,96.79508181734194
SOINRM,Sonani Industries Private Limited,58.0,3663962.5600000015,96.79661409381188
RAKUCH,Rakesh Kumar Choudhary,58.0,3664020.5600000015,96.79814637028183
STSUPP,Silvertoss Industries Private Limited,58.0,3664078.5600000015,96.79967864675177
SGJES,Shri Gangajali Education Society,58.0,3664136.5600000015,96.80121092322172
MHMAOT,Mahalaxmi Automotives Vehicles Private Limited,58.0,3664194.5600000015,96.80274319969165
GDS12724,MPIL Steel Structures Limited,58.0,3664252.5600000015,96.80427547616159
SNNGLR,Sri Nangali Rice Mills Private Limited,58.0,3664310.5600000015,96.80580775263155
UFYT,Unify Texturisers Private Limited,58.0,3664368.5600000015,96.80734002910148
JYQUSU,Jyothi Quartz Surfaces,58.0,3664426.5600000015,96.80887230557143
KPIAPL,Kalthia Priyheer Infrastructure Private Limited,58.0,3664484.5600000015,96.81040458204137
POSPPL,Polepally Solar Parks Private Limited,57.77,3664542.3300000015,96.81193078224256
SSRRRA,S.R. Ravi,57.620000000000005,3664599.9500000016,96.81345301965976
SABEML,Ssab Energy and Minerals Limited,57.5,3664657.4500000016,96.81497208684979
MKABPL,Moka Business Private Limited,57.5,3664714.9500000016,96.81649115403982
SEL,Shree Electromelts Limited,57.5,3664772.4500000016,96.81801022122986
ORMELL,Orange Megastructure LLP,57.5,3664829.9500000016,96.81952928841989
ARTPL,Arun Textiles Private Limited,57.21,3664887.1600000015,96.82104069422756
AMUDFA,Amar Udyog - Faridabad,57.0,3664944.1600000015,96.8225465521377
RKSTP,Rakshit Pharmaceuticals Limited,57.0,3665001.1600000015,96.8240524100478
VSTIPL,Visual Technologies India Private Limited,57.0,3665058.1600000015,96.82555826795792
HGICR,Hangyo Icecreams Private Limited,57.0,3665115.1600000015,96.82706412586803
MSDPJL,Musaddilal Projects Private Limited,57.0,3665172.1600000015,96.82856998377815
SICCPI,Simta Clear Coats Private Limited,57.0,3665229.1600000015,96.83007584168827
GDS20074,Siddharth Colorchem Private Limited,57.0,3665286.1600000015,96.83158169959837
GDS7017,Hans Industries Private Limited,57.0,3665343.1600000015,96.8330875575085
ADVNP,Advance Panels and Switchgears Private Limited,56.9,3665400.0600000015,96.83459077356264
TBDIPL,Trinity Buildcon (India) Private Limited,56.85,3665456.9100000015,96.83609266868878
TRMGPL,Tropical Mushrooms (Goa) Private Limited,56.8,3665513.7100000014,96.83759324288692
GRFEPL,Gravity Ferrous Private Limited,56.7,3665570.4100000015,96.8390911752291
GDS21541,Suzuki Textiles Limited,56.5,3665626.9100000015,96.8405838238593
GDS21607,Swathi Cottons Private Limited,56.5,3665683.4100000015,96.84207647248951
AMNSAM,Amun Solarfarms Limited,56.33,3665739.7400000016,96.84356462996455
AVSOLI,Avighna Solarfarms Limited,56.26,3665796.0000000014,96.84505093814037
SRHIPL,Srinivasa Hair Industries Private Limited,56.26,3665852.260000001,96.84653724631622
SNGRES,Sanghar Exports,56.00000000000001,3665908.260000001,96.84801668566651
CATEPI,Carloo Tex Private Limited,56.0,3665964.260000001,96.8494961250168
GDS14033,Osia Gems Private Limited,56.0,3666020.260000001,96.85097556436709
GLCY,Globe Cotyarn Private Limited,56.0,3666076.260000001,96.85245500371738
NCCUIL,NCC Urban Infrastructure Limited,56.0,3666132.260000001,96.85393444306767
JMSIPI,JMF Performance Materials Private Limited,56.0,3666188.260000001,96.85541388241796
SRLFPL,Shree Rameshwar Lal Foods Private Limited,56.0,3666244.260000001,96.85689332176824
JECOCO,Jehlum construction Co,56.0,3666300.260000001,96.85837276111855
LEZOGL,Lemzon Granito LLP,56.0,3666356.260000001,96.85985220046884
CUMIPL,Chennai United Metal Industries Private Limited,56.0,3666412.260000001,96.86133163981911
SVDSL,Sarvodaya Suitings Limited,55.730000000000004,3666467.990000001,96.86280394615825
AUTIPL,Autocop India Private Limited,55.73,3666523.720000001,96.86427625249739
GDS20836,Sridevi Tool Engineers Private Limited,55.71999999999999,3666579.4400000013,96.86574829465093
GIWEGL,Green Infra Wind Energy Generation Limited,55.58,3666635.0200000014,96.8672166382061
KLPCPL,Kalpaka Chemicals Private Limited,55.5,3666690.5200000014,96.86868286827648
SSSSSM,S.S. Spinning Mills,55.46,3666745.9800000014,96.87014804160445
LXYEYPL,Laxyo Limited,55.400000000000006,3666801.3800000013,96.87161162981886
GDS1483,Aruppukottai Sri Jaya Vilas Private Limited,55.120000000000005,3666856.5000000014,96.8730678208365
GDS18705,Sai Service Spares and Accessories Private Limited,55.0,3666911.5000000014,96.87452084162696
AVFLTD,Arcvac Forge Cast Private Limited,55.0,3666966.5000000014,96.87597386241742
MAID,Mohan Auto Industries Private Limited,55.0,3667021.5000000014,96.87742688320789
GDS10282,Kothari Cars Private Limited,55.0,3667076.5000000014,96.87887990399835
INTERL,Interlace India Private Limited,55.0,3667131.5000000014,96.88033292478882
SLSMRL,Sri Lakshmi Srinivasa Modern Rice Mill,55.0,3667186.5000000014,96.88178594557928
UJLP,Ujala Pumps Private Limited,55.0,3667241.5000000014,96.88323896636975
GDS16628,Pioneer Publicity Corporation Private Limited,55.0,3667296.5000000014,96.8846919871602
GDS10168,KLA Foods India Limited,55.0,3667351.5000000014,96.88614500795066
KATMOV,Kataria Movers,55.0,3667406.5000000014,96.88759802874112
CEXCIPL,Call Express Construction India Private Limited,55.0,3667461.5000000014,96.88905104953159
GDS20427,Sona Chandi Agro Processors,55.0,3667516.5000000014,96.89050407032205
SAFTPL,Saraf Fabtrade Private Limited,55.0,3667571.5000000014,96.89195709111253
APSCPLD,Apollo Spectra Centres Private Limited,55.0,3667626.5000000014,96.893410111903
EAAPL,Elkayem Auto Ancillaries Private Limited,55.0,3667681.5000000014,96.89486313269344
SGNCCPL,Sangini Commerce Private Limited,55.0,3667736.5000000014,96.89631615348391
MUINPL93,Mukand Infrastructure Private Limited,55.0,3667791.5000000014,96.89776917427437
EJAZTC,Ejaz Tanning Private Limited,55.0,3667846.5000000014,96.89922219506484
UDPOSL,Adhishaa Phosphate Limited,55.0,3667901.5000000014,96.9006752158553
SRKAML,Sree Karpagamoorthy Motors LLP,55.0,3667956.5000000014,96.90212823664577
SRSCCO,Shree Siddhivinayaka Cotton Corporation,55.0,3668011.5000000014,96.90358125743623
ARKIPL,ARK Industries Private Limited,55.0,3668066.5000000014,96.9050342782267
SRKATE28,Srii Karunambigai Tex,55.0,3668121.5000000014,96.90648729901716
CBMVWPL,Cumbum Valley Winery Private Limited,55.0,3668176.5000000014,96.90794031980762
VEATPL,Veerya Attachments Private Limited,55.0,3668231.5000000014,96.90939334059809
RTNARPL,Ratan Aluminum Recycling Private Limited,55.0,3668286.5000000014,96.91084636138855
DUDAFD,Durga Das Foundation,55.0,3668341.5000000014,96.91229938217901
JISKML,Jai Sakthi Mills,55.0,3668396.5000000014,96.91375240296948
SURIIU,Surya Rice Industries,55.0,3668451.5000000014,96.91520542375993
DASAPI,Dashrath Silver Art Private Limited,55.0,3668506.5000000014,96.9166584445504
MSPS,Mangal Sponge and Steel Private Limited,55.0,3668561.5000000014,96.91811146534086
NVDCCO,Navdeep Construction Company,55.0,3668616.5000000014,96.91956448613132
UDJGCT,Urmila Devi Jagannath Gupta Charitable Trust,55.0,3668671.5000000014,96.92101750692179
PNLRSPL,Pinnacle Resorts Private Limited,55.0,3668726.5000000014,96.92247052771225
SKSNBL,Shree Krishna Buildcon Private Limited,55.0,3668781.5000000014,96.92392354850273
CFAFPL,Coastal Farms and Feeds Private Limited,55.0,3668836.5000000014,96.92537656929318
NICSTPL,New India Cables Trading Private Limited,55.0,3668891.5000000014,96.92682959008364
KRAN,K. R. Anand,55.0,3668946.5000000014,96.9282826108741
KARLFU,Kesari Roller Flour Mills Private Limited,55.0,3669001.5000000014,96.92973563166457
SAKRIL,Sakar Industries Private Limited,55.0,3669056.5000000014,96.93118865245503
SIRPPL,Sispara Renewable Power Private Limited,55.0,3669111.5000000014,96.9326416732455
CNFMN,Concord Fortune Minerals India Private Limited,55.0,3669166.5000000014,96.93409469403595
HIREPL,Hiraco Renewable Energy Private Limited,54.900000000000006,3669221.4000000013,96.93554507297044
UJPOPL,Ujjawala Power Private Limited,54.73,3669276.1300000013,96.93699096074975
PCPITL,PCP International Limited,54.73,3669330.8600000013,96.93843684852907
NASOEL,Narmada Solvent Extraction Llp,54.7,3669385.5600000015,96.93988194375159
CSRWL,CRPL Infra Private Limited,54.5,3669440.0600000015,96.94132175526214
FAHCPL,Fah Health Care Private Limited,54.5,3669494.5600000015,96.94276156677269
RENPPL,Renew Narwana Power Private Limited,54.4,3669548.9600000014,96.94419873642724
MUNFORG,Munish Forge Limited,54.4,3669603.3600000013,96.9456359060818
LPCLT,Leelap Clothing Private Limited,54.25,3669657.6100000013,96.9470691129524
ASHTS,Ashwini Traders,54.25,3669711.8600000013,96.94850231982299
DECOTC,Devarsh Construction Co,54.11999999999999,3669765.9800000014,96.9499320922808
RMUYPI,Rama Udyog Private Limited,54.0,3669819.9800000014,96.95135869451144
EIPLEI2,Eskay Iodine Private Limited,54.0,3669873.9800000014,96.95278529674208
UPSPL,Unique Punch Systems Private Limited,54.0,3669927.9800000014,96.95421189897273
SUPRL,Agilus Diagnostics Limited,54.0,3669981.9800000014,96.95563850120337
TRALRL,Triveni Almirah Private Limited,54.0,3670035.9800000014,96.957065103434
GDS16802,Parbhat Heavy Forge Private Limited,54.0,3670089.9800000014,96.95849170566464
TIBEL,Tibrewala Electronics Limited,54.0,3670143.9800000014,96.95991830789528
VINSPL,Vinar Systems Private Limited,54.0,3670197.9800000014,96.96134491012592
GUTIPR,Gupta Timbertrader Private Limited,54.0,3670251.9800000014,96.96277151235655
SMISLTD,Satyam Ispat (North East) Limited,53.99999999999999,3670305.9800000014,96.96419811458719
SKSMIP,Shri Krishna Spinning Mills (India) Private Limited,53.85,3670359.8300000015,96.96562075403385
STGSPL,Switchgears And Structurals (India) Private Limited,53.800000000000004,3670413.6300000013,96.96704207255252
TNTMCL,Tenty Limited,53.66,3670467.2900000014,96.96845969247282
SANDLA,Sand Land Real Estates Private Limited,53.6,3670520.8900000015,96.96987572727951
RUNAYA,Runaya Private Limited,53.599999999999994,3670574.4900000016,96.97129176208622
VSCWL,Vishal Car World Private Limited,53.5,3670627.9900000016,96.97270515503695
MIEDPL24,Midwest Energy Devices Private Limited,53.5,3670681.4900000016,96.97411854798767
CBILPL,Cibi International Private Limited,53.42,3670734.9100000015,96.97552982745361
VAYCL,Vayhan Coffee Limited,53.2,3670788.1100000017,96.9769352948364
GDS21993,Teknomin Construction Limited,53.0,3670841.1100000017,96.9783354785072
DHBTPL,Dhupar Brothers Trading Private Limited,53.0,3670894.1100000017,96.97973566217802
AISCO,Arya Iron and Steel Company Private Limited,53.0,3670947.1100000017,96.98113584584883
ARJCPL,Arjun Chemicals Private Limited,53.0,3671000.1100000017,96.98253602951964
BEPRRL,Beautiful Properties Private Limited,53.0,3671053.1100000017,96.98393621319045
PDINPI,P D Infraproject Private Limited,53.0,3671106.1100000017,96.98533639686126
EAAGPL,Eatage Agro Private Limited,53.0,3671159.1100000017,96.98673658053207
RNBRPL,Rainbow Rice Private Limited,53.0,3671212.1100000017,96.98813676420288
IILPPL,Indospace SKLL Coimbatore Private Limited,53.0,3671265.1100000017,96.98953694787369
MGNMC,Magnum Clothing Private Limited,53.0,3671318.1100000017,96.9909371315445
ATINLIL,Auto International India Private Limited,53.0,3671371.1100000017,96.99233731521531
PINC,Pan Intellecom Limited,53.0,3671424.1100000017,96.9937374988861
CTNLPL,Centurion Laboratories Private Limited,53.0,3671477.1100000017,96.99513768255693
VINOPL,Vision Non-Wovens Private Limited,53.0,3671530.1100000017,96.99653786622774
GDS23358,Vijaya Medical Centre,53.0,3671583.1100000017,96.99793804989855
ZODCLOT,Zodiac Clothing Company Limited,53.0,3671636.1100000017,96.99933823356936
DDDEPL,D`Decor Properties LLP,52.5,3671688.6100000017,97.00072520796026
ROTPUMP,Roto Pumps Limited,52.5,3671741.1100000017,97.00211218235115
SHIMES,Shriman Enterprises,52.3,3671793.4100000015,97.00349387303008
NVPBS,Nova Publications,52.3,3671845.7100000014,97.004875563709
GVNSTL,Govaan Steels Private Limited,52.14,3671897.8500000015,97.00625302741837
DNVEXP,Danavarshini Exports Private Limited,52.120000000000005,3671949.9700000016,97.00762996275654
ARHPBL,Arihant Publications India Limited,52.0,3672001.9700000016,97.00900372786751
STSSPL44,Stockwell Solar Services Private Limited,52.0,3672053.9700000016,97.0103774929785
IFBAPL,IFB Automotive Private Limited,52.0,3672105.9700000016,97.01175125808949
GDS12069,Megatherm Electronics Private Limited,52.0,3672157.9700000016,97.01312502320046
CGSEPL,Cryogas Equipment Private Limited,52.0,3672209.9700000016,97.01449878831146
SHLALTD,Shalina Laboratories Private Limited-(Amalgamated),52.0,3672261.9700000016,97.01587255342244
IPBTIPL,Ipco Process & Belt Technology India Private Limited,52.0,3672313.9700000016,97.01724631853342
RRES,Roshan Real Estates Private Limited,52.0,3672365.9700000016,97.01862008364441
VSTPEL,VSS Textile Private Limited,52.0,3672417.9700000016,97.01999384875538
SONGRO,Sona Agrotech,52.0,3672469.9700000016,97.02136761386637
HOMAPL,Honest Marketing Private Limited,52.0,3672521.9700000016,97.02274137897734
GEEPL,Gehlot Enterprises Private Limited,52.0,3672573.9700000016,97.02411514408834
CHDGM,Choudhary Garments,52.0,3672625.9700000016,97.02548890919932
GDS10478,Kwality Pharmaceuticals Limited,51.99999999999999,3672677.9700000016,97.02686267431031
VULIEC,Vulcan Industrial Engineering Company Private Limited,51.6,3672729.5700000017,97.02822587199736
SUSPVE,Surya Spinners - Vellakovil,51.5,3672781.0700000017,97.02958642782843
SIMALP,Sophisticated Industrial Materials Analytic Labs Private Limited,51.5,3672832.5700000017,97.0309469836595
GDS9412,Kaira Can Company Limited,51.5,3672884.0700000017,97.03230753949057
TTNLWPL,Tritan Works Private Limited,51.3,3672935.3700000015,97.03366281160967
SBECP,Sbec Projects Private Limited,51.24,3672986.6100000017,97.03501649861519
SRDPPL,Stark Ridge Paper Private Limited,51.17,3673037.7800000017,97.03636833632152
COFIPI,Coatall Films Private Limited,51.10000000000001,3673088.8800000018,97.03771832472866
SEINDL,Sheshadri Industries Limited,51.0,3673139.8800000018,97.03906567127983
PACOVI,Apco Vehicles India Private Limited,51.0,3673190.8800000018,97.04041301783097
RKBKAPL,Smartwheels Private Limited,51.0,3673241.8800000018,97.04176036438213
DSON,Dewan and Sons,51.0,3673292.8800000018,97.04310771093328
GNFMEL,Goan Fresh Marine Exports Private Limited,51.0,3673343.8800000018,97.04445505748444
JPOPCL,JPO Polychem Private Limited,51.0,3673394.8800000018,97.0458024040356
SCCLPL,SCM Clothes Private Limited,51.0,3673445.8800000018,97.04714975058675
REWPPL,Renew Warangal Power Private Limited,50.88,3673496.7600000016,97.04849392691074
BHIAPL,Bhanuenergy Infrastructure and Power Limited,50.56,3673547.3200000017,97.04982964929557
GDS18202,Rohan Motors Limited,50.5,3673597.8200000017,97.0511637865668
BASRML,Bajaj Sindhudurg Rice Mills Limited,50.35,3673648.170000002,97.05249396105408
NWTCLTD,New Tea Company Limited,50.25,3673698.420000002,97.05382149368538
GDS13950,Orient Fashion Exports India Private Limited,50.16,3673748.580000002,97.05514664864627
GDS22357,Trident Sugars Limited,50.00000000000001,3673798.580000002,97.0564675766376
KREDL,Karnataka Renewable Energy Development Limited,50.0,3673848.580000002,97.05778850462895
KUPOTF,Kuppanna Poultry Farm,50.0,3673898.580000002,97.05910943262028
AMTAUTO,Revent Precision Engineering Limited,50.0,3673948.580000002,97.0604303606116
STEGN,S and T Engineers Private Limited,50.0,3673998.580000002,97.06175128860292
RRILCPL,R R Industrial Corporation (India) Private Limited,50.0,3674048.580000002,97.06307221659426
SOIFPL,South India Finvest Private Limited,50.0,3674098.580000002,97.0643931445856
GDS5474,Exclusive Leasing and Finance Limited,50.0,3674148.580000002,97.06571407257692
CNOPEL,Canopy Estates Private Limited,50.0,3674198.580000002,97.06703500056825
VALALI,Valiant Laboratories Limited,50.0,3674248.580000002,97.06835592855958
THACON,Tharun Construction & Co,50.0,3674298.580000002,97.06967685655091
INJEPI,Indaco Jeans Limited,50.0,3674348.580000002,97.07099778454224
TKIPL,Track India Private Limited-(Strike Off),50.0,3674398.580000002,97.07231871253357
UNFPPL,Uni-Com Fincorp Private Limited,50.0,3674448.580000002,97.0736396405249
LONELTD,Lokmat Media Private Limited,50.0,3674498.580000002,97.07496056851623
SUHPLI,Suyash Healthcare Private Limited,50.0,3674548.580000002,97.07628149650756
LMILL,Lakshmivel Mills Private Limited,50.0,3674598.580000002,97.0776024244989
SORIIM,Soyug Limited,50.0,3674648.580000002,97.07892335249022
KSMPKL,Klaus Multiparking Systems Private Limited,50.0,3674698.580000002,97.08024428048155
SMEGIPL,S. Mark Engineering (I) Private Limited,50.0,3674748.580000002,97.08156520847288
EAEXLI,Eastman Exports Private Limited,50.0,3674798.580000002,97.08288613646423
ODRAIL,Odi Ray Industries Limited,50.0,3674848.580000002,97.08420706445555
SYCOSPL,Surya Contractors Private Limited,50.0,3674898.580000002,97.08552799244687
BSINPB,B S Infra Projects,50.0,3674948.580000002,97.0868489204382
TRPSPL,Trimurti Plant Sciences Private Limited,50.0,3674998.580000002,97.08816984842954
GAUSIN7,Gaurav Singh-Karnal,50.0,3675048.580000002,97.08949077642087
AHMFORG,Metalyst Forgings Limited,50.0,3675098.580000002,97.09081170441219
MAWEPL,Matrix Wind Energy Private Limited,50.0,3675148.580000002,97.09213263240353
SVLST,Sri Vijaya Lakshmi Steel Traders,50.0,3675198.580000002,97.09345356039486
OCNPL,Oriclean Private Limited,50.0,3675248.580000002,97.0947744883862
NGRD,Nagar Dairy Private Limited,50.0,3675298.580000002,97.09609541637752
SRCPJL,Srico Projects Private Limited,50.0,3675348.580000002,97.09741634436885
RSRPT,Radhe Sham Ravi Prakash Timbers Private Limited,50.0,3675398.580000002,97.09873727236018
RUCAPL,Rupeek Capital Private Limited,50.0,3675448.580000002,97.10005820035151
KUASPL,Kun Aerospace Private Limited,50.0,3675498.580000002,97.10137912834284
HROLGMS,Hari Oil & General Mills,50.0,3675548.580000002,97.10270005633417
VJTFIPL,VJTF Infraschool Services (Mumbai) Private Limited,50.0,3675598.580000002,97.1040209843255
GESEF,Geo Seafoods,50.0,3675648.580000002,97.10534191231683
ABHPAT,Abhijit Patowary,50.0,3675698.580000002,97.10666284030816
TPTCIS,Tirupati Cotton Industries,50.0,3675748.580000002,97.1079837682995
SWILTD,Shalimar Wires Industries Limited,50.0,3675798.580000002,97.10930469629082
CRCPLD,Creative Components Private Limited,50.0,3675848.580000002,97.11062562428215
MCPNPL,Maco Corporation India Private Limited,50.0,3675898.580000002,97.11194655227348
DKSB,Dalkan Ship Breaking Limited,50.0,3675948.580000002,97.11326748026482
AKSFIPL,AMK Krishna Foods India Private Limited,50.0,3675998.580000002,97.11458840825614
AFLVPL,Affil Vitrified Private Limited,50.0,3676048.580000002,97.11590933624747
MTLOS,Metalore Overseas Private Limited,50.0,3676098.580000002,97.11723026423881
MSEACPL,MM Shawl Engineers And Contractors Private Limited,50.0,3676148.580000002,97.11855119223014
RAAMOR,Raviratna Motors Private Limited,50.0,3676198.580000002,97.11987212022147
SAHEXP,Sahu Exports Private Limited,50.0,3676248.580000002,97.12119304821279
AHHFPL,Aham Housing Finance Private Limited,50.0,3676298.580000002,97.12251397620413
TRSIM,Trisons Impex,50.0,3676348.580000002,97.12383490419546
SRVNCN,Sriven Corporation,50.0,3676398.580000002,97.12515583218679
SVENPL,Shrivision Elevation Private Limited,50.0,3676448.580000002,97.12647676017812
SUCPRL,Sunmax Constructions Private Limited,50.0,3676498.580000002,97.12779768816945
SINAGE,Singhal Agencies,50.0,3676548.580000002,97.12911861616078
DHDINF,DHD Infracon Private Limited,50.0,3676598.580000002,97.13043954415211
ENCHC,Encore Healthcare Private Limited,50.0,3676648.580000002,97.13176047214344
VEAMIA,Venkatrama International LLP,50.0,3676698.580000002,97.13308140013477
NANPETROL,Nandan Petrochem Limited,50.0,3676748.580000002,97.1344023281261
AFSEPL,Afablez Semiconductor Private Limited,50.0,3676798.580000002,97.13572325611743
DEDRTEL,Deva Drill Tech India Limited,50.0,3676848.580000002,97.13704418410877
SPCOLI,SPD Constructions Limited,50.0,3676898.580000002,97.13836511210009
SULSLPL,SUL Steel Private Limited-(Amalgamated),50.0,3676948.580000002,97.13968604009142
MEVIPL,Metropole Vinimay Private Limited,50.0,3676998.580000002,97.14100696808275
RACHAP,Ram Chandra Paul,50.0,3677048.580000002,97.1423278960741
AHILPL,Ahar Infra Logistics Private Limited,50.0,3677098.580000002,97.14364882406542
ACRYCO,A C Roy Shipbuilders Private Limited,50.0,3677148.580000002,97.14496975205674
SUTILL,Suzora Tiles LLP,50.0,3677198.580000002,97.14629068004808
SSDEVE,S S Developers,50.0,3677248.580000002,97.14761160803941
GDS4329,D. D. Industries Limited,50.0,3677298.580000002,97.14893253603074
KHEMHAN,Khemchand Handicraft,50.0,3677348.580000002,97.15025346402206
AROSE,Aerospace Engineers Private Limited,50.0,3677398.580000002,97.1515743920134
GDS8629,J R Tantia Charitable Trust,50.0,3677448.580000002,97.15289532000473
STOHPL,Steranco Health Care Private Limited,50.0,3677498.580000002,97.15421624799606
OSRINL,LEDVANCE Private Limited,50.0,3677548.580000002,97.15553717598739
KRCSN,K. R. Construction,50.0,3677598.580000002,97.15685810397872
JINHOTE,Jindal Hotels Limited,50.0,3677648.580000002,97.15817903197005
PRCHPL13,Prathima Cancer Hospital Private Limited,50.0,3677698.580000002,97.15949995996138
SBRVPL,Sunbeam Real Ventures Private Limited,50.0,3677748.580000002,97.16082088795271
RAMEPL6,Rama Metallics Private Limited,50.0,3677798.580000002,97.16214181594404
DSCTCP,D.R. Steel Construction Company Private Limited,50.0,3677848.580000002,97.16346274393537
SCMCR,Scm Creations,50.0,3677898.580000002,97.1647836719267
GDS5426,Eurocoustic Products Limited,50.0,3677948.580000002,97.16610459991803
SBIMSPL,Shri Balaji Institute of Medical Science Private Limited,50.0,3677998.580000002,97.16742552790937
CSMGSPL,Cosmo Granites Private Limited,50.0,3678048.580000002,97.16874645590069
AAMULL,Aayan Multitrade LLP,50.0,3678098.580000002,97.17006738389202
SAMFIN,Samavesh Finserve Private Limited,50.0,3678148.580000002,97.17138831188336
AWHT,Aishwarya Healthcare,50.0,3678198.580000002,97.17270923987469
GDS28,ABM International Limited,50.0,3678248.580000002,97.17403016786601
PEAWSP,Parekh E-Com And Warehousing Services Private Limited,50.0,3678298.580000002,97.17535109585734
SKRMJL,Shree Krishna Rolling Mills (Jaipur ) Limited,50.0,3678348.580000002,97.17667202384868
PRTHSPL,Charanjit Singh Pruthi,50.0,3678398.580000002,97.17799295184001
VEJEDL,Vega Jewellers Dsnr Llp,50.0,3678448.580000002,97.17931387983134
AMCILL,Amb Cinemas Llp,50.0,3678498.580000002,97.18063480782266
CHLAGC,Chiman Lal Gian Chand,50.0,3678548.580000002,97.181955735814
ASWICO,Ashwin Corporation,50.0,3678598.580000002,97.18327666380533
SYSEXI,Sysmed Exim Private Limited,50.0,3678648.580000002,97.18459759179666
BSOVLL,BSR Overseas LLP,50.0,3678698.580000002,97.18591851978799
MKSISLD,Mekins Industries Private Limited,50.0,3678748.580000002,97.18723944777932
AVINPL44,Avantex Infra Private Limited,50.0,3678798.580000002,97.18856037577065
GDS17445,Radhika Exports,50.0,3678848.580000002,97.18988130376198
JETG,Jet Granito Private Limited,50.0,3678898.580000002,97.19120223175331
VSEIPL3,Vetrivel Solar Energy India Private Limited,50.0,3678948.580000002,97.19252315974464
DEPCLI,Depl Projects Limited,50.0,3678998.580000002,97.19384408773597
SHIFRL,Share India Fincap Private Limited,50.0,3679048.580000002,97.1951650157273
BGIDPL,Begorra Infrastructure and Developers Private Limited,50.0,3679098.580000002,97.19648594371864
